geography code,Percent no qualifications 16 and over,Percent bad and very band health,Population density per km,Percent lone family household
E01024129,9.006004003,3.196347032,5581.9,4.723127036
E01024131,7.293577982,2.466555184,7502.2,7.654723127
E01024132,19.92149166,5.610310842,4749.2,5.882352941
E01024133,12.90622098,2.194586686,420.2,6.105006105
E01024134,21.85128983,4.648318043,6197.2,3.913043478
E01024135,22.51082251,6.284153005,1683.6,6.047819972
E01024136,16.25412541,2.49343832,18000,8.841843088
E01024137,12.25895317,1.983298539,19375.8,7.313642757
E01024138,21.73324306,4.707112971,13603.2,4.65872156
E01024139,18.87439945,2.742731761,26938.8,9.577114428
E01024143,9.858467545,2.228096677,12061.8,5.398773006
E01024144,11.47540984,2.672010688,12355.5,8.791208791
E01024145,15.35635562,3.141993958,17807.9,6.827309237
E01024146,13.72212693,2.847222222,17941.2,5.670103093
E01024147,12.91460833,2.655367232,14293.4,4.18079096
E01024150,19.04394757,4.521276596,8309.5,2.144772118
E01024151,21.18305356,4.329896907,13105.8,8.745874587
E01024152,12.30988593,2.822580645,10271.1,4.214559387
E01024153,17.5170068,3.35474661,21263.8,3.214695752
E01024154,27.39726027,6.078576723,18477.2,4.575892857
E01024155,18.0190263,4.440919905,20810.2,6.540880503
E01024156,17.88375559,2.977963073,33774.7,2.41343127
E01024157,17.50162655,6.15982242,16753.2,7.630522088
E01024158,18.97086175,7.121807466,10958.9,2.010050251
E01024159,15.28288024,4.43599493,27250.6,1.762820513
E01024160,11.55115512,4.016913319,18447.2,5.72755418
E01024161,18.39443742,3.885381253,5589.9,5.672823219
E01024162,14.42542787,3.461356093,19822.8,2.247191011
E01024163,18.59531773,3.513371788,11371.7,8.103975535
E01024164,18.3044316,3.54071826,10566.5,9.691629956
E01024165,25.15923567,8.028335301,15881.8,8.430232558
E01024166,20.09167303,5.477855478,25553.7,11.26760563
E01024167,19.36908517,4.47761194,11021.4,6.723891273
E01024168,23.00706357,5.044035228,16642.1,7.026143791
E01024169,18.05074971,5.152838428,24458.2,11.04734577
E01024170,23.69077307,6.717363752,18697.8,9.469153515
E01024171,18.70915033,4.718810601,25529.6,9.682804674
E01024172,13.17296678,3.78649635,21931.8,5.037783375
E01024173,17.76447106,4.198895028,11685.8,3.106633081
E01024174,16.24203822,3.975799481,16339.9,6.262626263
E01024175,16.47286822,2.700617284,14670.2,8.81953867
E01024176,21.42358688,6.162162162,21281.1,5.777777778
E01024177,28.35555556,6.084656085,14908.1,5.789473684
E01024178,20.41602465,5.158968206,17034.8,7.713884993
E01024179,16.53358384,2.663862601,18927.3,6.76056338
E01024180,13.6239782,2.316921804,17721.5,7.795698925
E01024181,13.86503067,2.74566474,15757.8,9.336941813
E01024182,20.19430951,4.136789851,21971.8,9.050445104
E01024183,13.36805556,2.779708131,9900.3,6.191117093
E01024184,13.27217125,3.11627907,15629.6,11.41304348
E01024185,13.85305665,3.077589944,16822,6.697108067
E01024186,12.29205176,3.001464129,31294.3,12.05450734
E01024187,18.4679958,4.240882103,18228.8,9.327217125
E01024188,15.2284264,2.791014295,14663.9,3.143189756
E01024189,20.29320988,4.802076574,15577.1,4.27672956
E01024190,17.94871795,5.697445972,17440.8,10.58655222
E01024192,27.47989276,9.232365145,9900.4,5.990220049
E01024193,26.82526661,8.850129199,14869.6,7.436918991
E01024194,15.57239057,4.966442953,28554.8,5.619266055
E01024195,21.73913043,5.502063274,19906.1,11.38686131
E01024196,31.40350877,9.272848566,16738,5.084745763
E01024197,21.78374112,6.505102041,14315.6,6.17816092
E01024198,23.06636156,6.209415584,14333.1,3.39869281
E01024200,15.25423729,5.966587112,15566.4,5.026455026
E01024201,14.43806399,5.335157319,16905.1,4.981884058
E01024202,22.5660864,7.397260274,10600.4,6.086956522
E01024203,15.31728665,4.184884447,12604.9,9.395973154
E01024204,19.87767584,6.609547124,12806.6,2.853437095
E01024205,18.06402439,5.559146736,11043.8,2.492211838
E01024206,14.97641509,5.586034913,8256,3.214890017
E01024207,16.06451613,5.137912385,11579.5,5.917159763
E01024208,16.87638786,5.298416565,8371.1,3.556187767
E01024209,13.91478029,4.843304843,9490.8,7.854984894
E01024212,16.48535565,4.709141274,7181.6,4.44214876
E01024213,17.02679343,4.473304473,18017.4,5.703422053
E01024214,26.65198238,6.970046083,7795.9,3.703703704
E01024215,21.76977291,8.637469586,13530.6,4.058624577
E01024216,16.99186992,4.548408057,14443.5,5.25606469
E01024218,21.95121951,7.580174927,25011.4,2.991026919
E01024219,25.9751773,7.305936073,20541.5,5.483028721
E01024220,21.47651007,6.799230276,21723.4,5.257009346
E01024221,15.3125,4.321404456,12663.4,4.479418886
E01024222,23.69230769,7.12945591,16146.8,3.342245989
E01024223,21.62379421,6.05280103,17680.7,13.01020408
E01024224,21.0443038,5.620915033,11695.9,3.019323671
E01024225,19.48757764,6.416464891,15177,9.96068152
E01024226,24.98054475,8.681462141,12293.2,2.346368715
E01024227,21.84385382,6.034482759,9561.1,5.875152999
E01024228,17.04238052,7.007419621,15833.3,9.72017673
E01024229,22.86919831,6.904069767,17705.1,6.22406639
E01024230,17.42222222,5.371248025,15648,4
E01024231,17.76027997,7.258687259,20997,8.199121523
E01024232,16.22093023,6.680265171,11455.8,7.272727273
E01024233,14.50381679,3.816793893,13096.8,4.6812749
E01024234,16.41285956,4.64617584,3316.5,4.204753199
E01024235,20.81811541,7.009646302,4318.2,3.365384615
E01024236,15.3638814,6.16359447,11241.9,2.868068834
E01024237,13.39608979,4.71637986,10849.2,3.161397671
E01024238,16.5922619,2.893401015,10305.2,2.406417112
E01024239,24.8630137,7.883131202,10895.6,4.421768707
E01024240,25.1874063,8.562019759,13487,3.211991435
E01024241,18.61179361,5.719557196,15781.4,3.826530612
E01024242,15.9315339,3.793103448,13032.7,4.76900149
E01024243,22.12643678,7.969749855,16491.8,5.082212257
E01024244,15.09312781,4.905437352,13949.8,5.076923077
E01024245,16.55629139,5.089974293,13395.5,7.993730408
E01024246,18.89622076,6.179009541,13956.9,4.252400549
E01024247,24.21113024,9.231512808,20352.9,3.713768116
E01024248,22.5433526,6.760700389,14834.8,6.988564168
E01024249,29.18886915,9.965635739,13056.8,6.729634002
E01024250,20.65217391,7.112462006,14252.6,4.545454545
E01024251,22.37120677,9.617834395,14028.4,7.076101469
E01024252,13.62962963,4.822446295,12251.4,6.77764566
E01024253,15.32846715,4.324324324,14356.4,10.1088647
E01024254,18.77022654,4.110169492,16983.5,8.73655914
E01024255,21.78217822,5.019740553,17392.3,3.94922426
E01024256,20.33557047,5.442176871,13672.9,5.02283105
E01024257,25.30044276,6.402915148,9450.4,3.866432337
E01024258,23.5380117,4.735883424,13086.2,2.06043956
E01024259,12.96442688,2.967741935,11067.2,3.58490566
E01024260,16.85772084,4.025301898,7983,6.467661692
E01024261,19.25333333,4.168554599,10147,9.426987061
E01024262,23.16986496,6.299212598,15955.7,6.923076923
E01024263,27.09359606,6.988249845,13443.3,9.650180941
E01024264,26.29144179,7.552693208,13000.8,15.68627451
E01024265,14.10373066,4.394757132,22161.4,10.67503925
E01024266,19.87247609,5.161854768,12380.2,8.803165183
E01024267,18.52731591,4.21686747,8973.8,5.420827389
E01024268,17.69641495,4.451612903,7990.4,13.7254902
E01024269,18.82871537,4.333694475,12372.4,4.664723032
E01024270,15.14403292,3.017832647,5927.3,3.506493506
E01024271,14.93562232,5.344585091,12692,5.095541401
E01024272,14.44533121,3.469387755,11748.6,3.492063492
E01024273,15.19461078,3.465346535,18701.6,7.559681698
E01024274,15.54828151,5.052631579,11164,1.401869159
E01024275,12.01067616,4.270462633,14527.9,8.834355828
E01024276,19.94091581,3.801279639,7582.3,4.371584699
E01024277,24.08412483,5.555555556,13174,5.325443787
E01024278,23.73239437,5.687894993,9528.2,3.971631206
E01024279,24.95987159,4.060606061,9906.9,6.300484653
E01024281,20.35555556,3.109882516,8659.7,4.479578393
E01024282,20.79288026,3.121248499,9586.9,3.674121406
E01024283,19.04761905,3.837298542,5472.7,7.930607187
E01024284,23.97425583,4.503956178,9041.4,4.773561812
E01024285,23.1316726,5.062362436,11093.8,3.587443946
E01024286,21.37767221,3.4914361,8844.2,4.264705882
E01024287,26.85185185,7.566462168,6338.8,5.205047319
E01024288,25.15391381,6.221889055,11044.2,3.04136253
E01024290,21.15249473,4.426324985,8812.7,3.413940256
E01024291,27.92162351,5.191256831,17759.6,2.742409403
E01024292,15.72860447,4.905660377,11078.8,4.814305365
E01024293,21.92474674,4.21686747,10384.1,4.363001745
E01024294,19.2251816,3.893026405,10680.4,6.012658228
E01024295,28.63300493,6.673209028,7976,5.050505051
E01024296,23.00490415,4.679552391,6611.4,3.896103896
E01024297,17.53402722,4.43285528,10645.3,6.075334143
E01024298,16.7104112,4.401154401,13657.1,6.131386861
E01024299,18.96853147,3.546099291,8849,7.632398754
E01024300,15.03436426,4.493580599,10956.2,6.151419558
E01024301,16.32453568,4.231082181,10693.7,12.03852327
E01024302,15.43460601,3.099730458,12407.5,14.6422629
E01024303,18.96407686,3.55987055,10917.9,3.243243243
E01024304,20.10347376,6.268656716,12205.4,2.68389662
E01024305,26.22293504,5.594405594,12096,2.34741784
E01024306,24.53125,7.095709571,16547.7,3.060306031
E01024307,26.7571885,6.290115533,9459.3,4.749340369
E01024308,27.64444444,8.798424163,11979,5.369928401
E01024309,26.44710579,4.565217391,13525.1,4.994192799
E01024310,24.04549147,6.578115117,11047.1,7.487520799
E01024311,21.4559387,5.285412262,10366.7,5.993690852
E01024312,19.57773512,5.171158048,5821.3,9.807692308
E01024313,17.48417722,4.990403071,12048.3,8.939393939
E01024314,16.35651322,3.037383178,14894.2,3.5982009
E01024315,27.17872969,8.234597156,11312.1,7.01754386
E01024316,15.36885246,4.003202562,3062.8,4.580152672
E01024317,17.57754801,4.625684723,9981.9,3.475935829
E01024318,14.09017713,3.452685422,11706.2,6.117353308
E01024319,14.88334674,4.177057357,11982.8,6.87732342
E01024320,13.02228412,2.459954233,10888.7,6.490872211
E01024321,19.29703653,4.660766962,10000,8.869179601
E01024322,15.86826347,3.826955075,9293.7,10.56751468
E01024323,15.5726257,3.544165758,13461.2,9.289617486
E01024324,20.76271186,4.724964739,5640.2,0.976290098
E01024325,16.19001454,4.353285894,8055.7,5.3125
E01024326,17.08575113,4.047490556,7225.2,8.056872038
E01024327,18.02641803,4,12536.5,5.078125
E01024328,15.69317382,4.399524376,7151.4,4.875962361
E01024329,11.76018447,2.379421222,28473.1,7.534246575
E01024330,10.30444965,2.385321101,18101.7,9.262166405
E01024331,12.97709924,2.975106254,10632,5.720823799
E01024332,14.39252336,4.440919905,18431.9,7.251461988
E01024333,11.78743961,3.887195122,36873.6,0.829383886
E01024335,11.70909091,3.125,22839.3,3.241491086
E01024336,11.48387097,2.920081967,18473.5,6.155950752
E01024337,12.21945137,2.676733013,9991.7,5.506391347
E01024339,18.03364879,4.393673111,6430.3,5.286343612
E01024340,13.84615385,4.64037123,7555.6,8.722741433
E01024341,16.41221374,5.831533477,22053.1,13.36633663
E01024342,19.98870695,4.955357143,9588.7,6.298003072
E01024343,14.29824561,3.313696613,4566.7,2.795425667
E01024344,19.84240688,3.337306317,11838.6,8.131241084
E01024345,17.09464417,3.8438072,12230.5,5.13368984
E01024346,16.60839161,4.514672686,14829.2,6.616729089
E01024347,14.83409239,2.482460874,20193.8,8.227848101
E01024348,10.70143885,1.862464183,19296.9,7.715430862
E01024349,10.97785978,2.053231939,15007.9,6.906077348
E01024350,12.94337274,2.541544477,9411.1,2.608695652
E01024351,19.39849624,3.629536921,8933.8,5.696969697
E01024352,22.75132275,5.712760278,8882.1,3.29153605
E01024353,16.20962828,3.06122449,14416.8,8.066429419
E01024354,19.69949917,3.61362057,11304.3,4.867256637
E01024355,13.62530414,4.145854146,11817.1,2.887139108
E01024356,17.12328767,4.578447795,7590.6,6.902654867
E01024357,16.53196179,3.16344464,11452.2,9.672131148
E01024358,20.03955175,6.485355649,6221.6,4.988913525
E01024360,16.50717703,4.755784062,10721.1,9.315866084
E01024361,21.95290859,4.639175258,6272.4,4.081632653
E01024362,15.19699812,3.479177649,15455.6,8.965517241
E01024364,19.86111111,4.558568956,6859.8,3.93081761
E01024365,12.90801187,4.048742138,7722.1,4.273504274
E01024366,15.27320606,3.56545961,9160.4,3.661616162
E01024367,15.53956835,5.405405405,11366.5,5.104712042
E01024369,13.93312102,3.550677857,8593,6.677265501
E01024371,18.01242236,4.152637486,22483.6,1.808066759
E01024372,18.50631521,4.688908927,8824.6,5.598755832
E01024373,17.5,3.593339176,1997.6,2.894356006
E01024374,29.44162437,4.488517745,6750.4,3.480589023
E01024375,16.18953603,4.708798017,13265.9,4.648760331
E01024376,12.93891294,3.844660194,12158.7,8.965517241
E01024377,21.05263158,5.692488263,10831.4,11.83745583
E01024378,17.72151899,4.389928986,10366.7,6.896551724
E01024379,17.80455154,4.255319149,8913.7,6.203840473
E01024380,14.40953413,4.017094017,12227.1,5.363984674
E01024381,15.67301782,4.444444444,8145.9,6.379310345
E01024382,19.72711768,4.413239719,11714.5,5.013192612
E01024383,14.27964301,2.602096133,13863,5.43601359
E01024384,23.11168496,4.491481673,8614.9,6.146179402
E01024385,16.36500754,3.641791045,11175.4,5.392156863
E01024386,14.33121019,3.765690377,9101.4,2.646720368
E01024387,19.41279579,3.548748599,11709.3,4.359313078
E01024390,26.43764003,6.338797814,9127.2,6.753246753
E01024391,29.51582868,6.380027739,13418.6,5.689001264
E01024392,26.43939394,5.976331361,10831.1,6.042296073
E01024393,21.03703704,4.689403167,8734.6,9.500805153
E01024394,13.5986733,5.657805044,4125,7.088989442
E01024395,27.7826468,6.364922207,7487.1,6.14334471
E01024396,24.19093851,5.721551176,8970.5,4.636785162
E01024397,32.90203327,7.188160677,8382.5,4.98392283
E01024398,30.9063893,7.598607889,13292.3,6.006006006
E01024399,30.03663004,8.32708177,8265.5,6.72
E01024400,29.09090909,6.105263158,4312.5,5.308219178
E01024401,19.29032258,4.071246819,7951.9,4.787234043
E01024402,11.41950833,3.641092328,8099.5,3.805774278
E01024403,18.49462366,3.991507431,13466.2,4.223433243
E01024404,13.02738712,2.707581227,14122.4,4.866562009
E01024405,17.39943873,4.01459854,9840.2,4.683195592
E01024406,17.59570181,6.900328587,10702.6,3.924646782
E01024407,12.1232418,2.676133261,17957.1,3.31010453
E01024408,13.17829457,3.320561941,13653,6.8
E01024409,18.53932584,3.945578231,8490.4,8.225806452
E01024410,22.91666667,7.219570406,8908.6,5.466237942
E01024411,15.73516767,3.698534543,13572.5,5.590851334
E01024413,16.48264984,4.726368159,10154.7,3.971631206
E01024414,11.82186235,3.310430981,6643.7,3.951367781
E01024415,9.644194757,1.301684533,11097,5.097451274
E01024416,10.71703932,3.269118506,7893.3,6.914212548
E01024417,14.24219345,4.761904762,9473.4,6.32183908
E01024418,7.678244973,2.214532872,5876.5,4.64516129
E01024419,9.023066486,1.911523758,10498.5,5.394736842
E01024420,13.21709786,3.671912256,11040.5,6.25
E01024421,20.25164769,4.221105528,18092.2,6.915629322
E01024423,12.04460967,2.51903925,9260.6,1.884057971
E01024424,4.621435595,0.571428571,6882.7,4.874213836
E01024425,16.79434296,5.646290247,4457.5,2.152317881
E01024426,11.67173252,2.960039467,11012.7,3.353658537
E01024427,20.35480859,4.294032023,7722,5.196850394
E01024428,20.30505243,4.298642534,8440.3,6.919275124
E01024429,21.86520376,4.856115108,9465.8,4.689863843
E01024430,14.19642857,3.05514158,12010,6.41221374
E01024431,13.88174807,3.755364807,10907.2,8.014571949
E01024432,22.86634461,5.175846052,9287.3,6.856187291
E01024433,14.21487603,3.161512027,8600.3,7.766990291
E01024434,18.31964624,3.707518023,11387.2,6.875
E01024435,21.11524164,4.171779141,5104.9,8.097165992
E01024436,28.78903275,8.142664872,6317.8,4.046997389
E01024437,20.48582996,5.563093623,7582.8,6.885758998
E01024438,23.46185398,3.966597077,5837.5,7.175572519
E01024439,14.92647059,3.307276007,5527.2,6.441223833
E01024440,11.35646688,2.534919814,11050.4,8
E01024441,15.33923304,3.337612323,11351.5,5.508474576
E01024442,14.22053232,4.06714009,10606.1,5.303030303
E01024443,22.71034996,7.414698163,9082.1,4.391891892
E01024444,22.52427184,6.302843966,10214.4,6.086956522
E01024445,17.91304348,4.4411547,7901.7,5.996758509
E01024446,13.75310688,3.225806452,8224.3,7.110438729
E01024447,21.12149533,5.295007564,6472.9,6.020942408
E01024448,15.86206897,3.277439024,5595.8,6.208053691
E01024449,12.25531915,2.943189596,4822.3,10.16949153
E01024450,14.58670989,4.758842444,11244.5,11.21323529
E01024451,10.54247697,2.76,9204.8,8.862876254
E01024452,13.62549801,4.790823212,5617.1,4
E01024453,7.916355489,2.149253731,10207.9,4.892966361
E01024454,14.57326892,2.941176471,9931.3,5.464480874
E01024455,9.128205128,2.420701169,8531,5.902192243
E01024456,13.90532544,3.68627451,8850.8,4.780361757
E01024457,20.03948667,4.938271605,6702.2,8.974358974
E01024458,8.32595217,1.340860974,9586.5,7.173447537
E01024459,10.58540497,2.482495226,7352,7.436708861
E01024460,18.22393822,4.526987812,12870.2,10.321489
E01024461,7.783505155,4.100041,8472.7,4.227212682
E01024462,12.43243243,3.618817853,5163.6,9.064327485
E01024463,6.655710764,2.795031056,5357.8,7.724137931
E01024464,9.339407745,4.309327037,7581.6,8.988764045
E01024465,19.82532751,5.492957746,6598.1,8.18452381
E01024466,19.29657795,3.525179856,7806,8.128834356
E01024467,8.877086495,1.575689364,12246.3,11.77370031
E01024468,9.723386421,2.658227848,5530.5,7.592891761
E01024469,7.928047968,3.03030303,5456.4,8.421052632
E01024470,7.649842271,2.400960384,10246.3,8.896797153
E01024471,12.9950495,3.081510934,6899.9,6.698564593
E01024472,20.94594595,3.69872226,7231.5,6.666666667
E01024473,17.2034564,3.678304239,7134.8,6.766917293
E01024474,14.73214286,2.169981917,10064.3,9.289617486
E01024475,19.00383142,3.549190535,5324,8.045977011
E01024476,28.22641509,8.712984055,9313.3,7.610350076
E01024477,25.85203658,7.197943445,6133.4,8.095952024
E01024478,24.42996743,5.775470474,9675.8,8.177172061
E01024479,17.20599842,4.05666452,7792.5,7.062146893
E01024480,28.04195804,7.947740882,10506.2,5.429292929
E01024481,28.93323101,7.173513182,9251.3,9.049079755
E01024482,26.04166667,6.863979849,7108.2,9.263157895
E01024483,13.3282559,3.290322581,8402.4,9.272467903
E01024484,10.11673152,2.887788779,1760.5,8.209959623
E01024485,18.50481125,5.408515535,13202.3,5.164992826
E01024486,28.21387941,8.546571136,7925.2,4.782608696
E01024487,25,8.560311284,9277.9,4.111245466
E01024488,28.91036907,12.47987118,12211.6,10.75949367
E01024489,26.85634976,8.860759494,12918.1,7.754442649
E01024490,13.76356368,4.706477733,9542.4,11.52073733
E01024491,18.55583543,5.013550136,6516.2,10.58631922
E01024492,25.85812357,5.80075662,11410.9,10.24734982
E01024493,22.89452167,7.250163292,7337.3,9.201388889
E01024494,23.52216749,6.182933061,8537.7,14.89795918
E01024495,15.84158416,4.857768053,2910.4,8.58778626
E01024496,23.87041773,7.989167231,9550.5,9.79020979
E01024497,21.16443745,5.579937304,5583.3,9.913793103
E01024498,29.60848287,9.22029703,6174.3,7.640067912
E01024499,17.96502385,6.204379562,6708.3,8.429752066
E01024500,22.76080084,8.459696728,9349.9,11.86440678
E01024501,19.01840491,6.093432634,12569.7,8.333333333
E01024502,19.26267281,6.978367062,7778.3,6.346749226
E01024503,21.91780822,7.040572792,13204,4.070305273
E01024504,24.32432432,8.408249603,12390.8,3.703703704
E01024505,20.30021444,6.327744727,16074.4,3.988183161
E01024507,25,9.566126503,16615.9,1.458670989
E01024508,18.48837209,8.678102926,12098.6,1.194029851
E01024509,21.97140707,7.956104252,19505.2,7.681365576
E01024510,15.75889615,6.3773833,12649.5,4.968287526
E01024511,10.80711354,4.326123128,13254.7,6.748466258
E01024512,18,5.266203704,5465.5,7.680491551
E01024513,15.90052751,5.298416565,6771,2.485089463
E01024514,13.30097087,4.018195603,10376.2,6.161971831
E01024515,17.80913978,5.714285714,14889.9,2.536997886
E01024516,15.25719268,5.324580598,7166.5,2.131438721
E01024517,16.34683724,5.990510083,2251.6,1.489361702
E01024518,19.25055107,5.211526671,5704.5,2.402402402
E01024519,10.70975919,3.878116343,2866.5,4.288939052
E01024520,21.81670722,6.241699867,5580.4,2.681564246
E01024521,15.59633028,5.933250927,395.8,2.627511592
E01024522,17.48987854,5.413313826,3211.9,1.565217391
E01024523,12.82240236,3.078896729,1758.5,4.259259259
E01024524,24.40570523,12.84722222,2113.2,1.935483871
E01024525,17.61579347,5.847953216,8023.1,1.430842607
E01024526,13.55283308,4.166666667,8675.2,2.608695652
E01024527,15.82191781,4.721030043,6715.6,1.951951952
E01024528,14.09266409,6.863527534,7913.5,5.714285714
E01024529,28.9556962,9.965156794,8764.4,4.054054054
E01024530,15.70032573,4.084880637,7844,2.88
E01024531,18.8538206,7.264957265,6544.9,2.352941176
E01024532,21.99281867,7.198142415,5895.7,2.071005917
E01024533,24.58374143,8.883025506,8564.1,1.094091904
E01024534,24.56896552,7.666666667,5313.8,3.407407407
E01024535,24.9122807,6.550580431,17532.1,5.234899329
E01024536,12.38390093,4.232804233,13017,2.84738041
E01024537,24.91301322,6.932515337,12818.2,4.603174603
E01024538,21.59383033,7.122507123,7873.6,3.346720214
E01024539,26.23820755,9.384023099,7860.9,5.369127517
E01024540,20.95422308,5.245535714,5429.2,2.049780381
E01024541,17.82586296,6.671930517,10306.6,3.38770389
E01024542,14.66498104,5.175983437,12965.9,2.949061662
E01024544,20.80924855,6.929248724,11577.8,1.954397394
E01024545,12.78501629,3.72452565,12834.2,2.364394993
E01024546,18.06633733,6.064073227,11521.4,4.17101147
E01024547,19.13580247,6.661619985,12875.9,5.341246291
E01024548,19.81395349,7.236335643,7581.1,7.977736549
E01024549,17.23163842,6.191222571,15829.8,7.779886148
E01024550,14.52258433,5.888125613,12079.4,5.514705882
E01024551,18.24286514,5.335157319,9130.4,6.402439024
E01024552,22.08657048,5.714285714,11259.3,6.357388316
E01024553,15.12747875,6.126582278,13364.7,7.943925234
E01024554,19.38227395,7.695267411,21011.7,4.789550073
E01024555,14.50313339,4.077094144,8893.6,9.13884007
E01024556,20.52274927,4.500818331,9818.3,2.926208651
E01024557,19.32093775,6.016042781,12485.9,1.583434836
E01024558,16.26464507,4.673975765,4004.4,2.556818182
E01024559,22.98456261,6.024096386,11681.9,1.891551072
E01024560,24.10881801,5.649717514,6561.8,3.148425787
E01024561,16.57263752,2.546045504,10985.6,1.617647059
E01024562,17.62081784,3.462441315,6715.9,3.846153846
E01024563,35.52833078,7.586618877,7358.9,3.627760252
E01024564,19.43634597,3.748981255,6111.5,3.714710253
E01024565,17.90352505,6.169871795,3795.9,3.680981595
E01024566,16.41104294,4.491413474,2771.1,3.290676417
E01024569,22.14285714,5.265986029,7621.1,3.903903904
E01024570,22.73024167,6.570512821,10793,3.719008264
E01024571,18.02985075,4.536585366,8241.8,2.401372213
E01024572,19.56521739,3.460972018,10773.9,2.698412698
E01024573,17.58340848,4.852160728,7921.9,3.384615385
E01024575,17.24825523,4.046242775,5632,8.011049724
E01024576,15.65471836,3.53227771,8011.2,8.82852292
E01024577,20.12578616,6.273062731,14972.6,10.76642336
E01024578,15.82952816,5.084745763,12321.3,3.452243959
E01024580,39.68804159,13.17097416,12898.9,5.431309904
E01024581,31.69642857,9.090909091,14316.3,4.743083004
E01024582,23.75776398,4.633204633,11780.4,6.634304207
E01024583,22.91666667,4.980192417,9750.3,5.919003115
E01024584,30.48433048,9.754706218,5851.2,6.04288499
E01024585,27.89115646,11.9200571,8000,9.310344828
E01024586,25.58303887,6.658521686,8967.7,7.908163265
E01024587,24.79495268,5.597014925,15230.4,7.068607069
E01024588,23.00140252,7.462686567,9746.2,4.986522911
E01024589,22.78481013,6.793145655,8417.3,8.534621578
E01024590,32.82182438,8.985879332,2587,7.181571816
E01024591,18.94953656,3.312476997,7946.8,4.87012987
E01024592,20.76555024,2.901960784,5144.3,3.658536585
E01024593,22.67552182,4.166666667,5490.8,3.481624758
E01024594,24.95881384,5.528680028,4461.4,4.983388704
E01024595,26.71755725,5.730478589,5014.9,2.848101266
E01024596,28.87899035,8.033077377,3044,6.027820711
E01024597,31.57514451,6.94143167,10181.3,1.271186441
E01024598,21.12879884,4.334916865,8214.1,3.773584906
E01024599,25.14177694,5.902606985,3996,5.726872247
E01024600,28.25904121,7.997265892,5645.5,4.409448819
E01024601,23.61308677,5.816686251,6910.1,6.557377049
E01024602,15.41666667,5.102763997,7706.8,8.495575221
E01024603,12.9970902,3.95480226,10978.4,6.068268015
E01024604,24.86659552,5.280528053,4936.2,9.737827715
E01024605,20.34514078,4.286827747,8699.3,7.8
E01024606,14.48763251,3.908554572,9064.9,10.27522936
E01024608,26.69466107,5.421103582,9995.5,6.89206762
E01024609,26.86292548,9.483960948,14977.8,6.469002695
E01024610,27.08821233,6.143719144,19402.8,6.739811912
E01024611,26.98541329,5.508233958,8621.1,7.023809524
E01024612,30.60909792,7.392075695,10653.6,8.174904943
E01024613,31.90993789,8.363636364,13752.1,5.199306759
E01024614,33.7628866,9.833024119,13507.9,10.1754386
E01024615,35.04795118,11.78834561,3509.7,10.62618596
E01024616,33.35750544,8.356702187,5840.4,8.159722222
E01024619,27.23543888,7.352941176,7219.4,4.313099042
E01024620,25.50037064,5.289672544,4493.6,4.197901049
E01024621,31.68498168,7.868383405,3774.1,2.507836991
E01024622,19.29347826,5.365296804,5591.7,6.770833333
E01024623,22.92800968,5.787476281,7844.5,3.604806409
E01024624,17.71929825,4.274388142,3256.4,5.367793241
E01024625,14.78205938,4.571728849,3665.8,6.050420168
E01024626,12.56281407,4.093567251,8251.6,5.740181269
E01024627,28.25947335,6.693919264,4429.2,4.391217565
E01024628,15.21060842,3.376623377,5819.6,5.065359477
E01024629,16.75338189,2.077922078,5427,6.896551724
E01024630,23.49183818,6.25,972.5,5.547850208
E01024631,15.56031406,4.73905219,5198.4,5.201560468
E01024632,18.66141732,4.194407457,3666.5,7.46031746
E01024633,24.58366376,7.513744655,8666.7,7.120743034
E01024634,20.18518519,8.394160584,5719.2,3.840877915
E01024635,15.49090909,4.174120453,8049.9,7.920792079
E01024636,23.30708661,7.601510859,4377.8,7.504363002
E01024637,21.21405751,5.325779037,11505,6.553672316
E01024638,27.58384668,8.149910767,8930.5,5.589123867
E01024639,23.3495483,7.912355447,9432.1,7.305936073
E01024640,25.12144344,7.172995781,6247.5,6.033182504
E01024641,24.90211433,11.2198304,7966.3,8.196721311
E01024642,17.77777778,5.024769993,3391.5,4.819277108
E01024643,17.03629032,5.531914894,6576.1,7.607361963
E01024644,18.718802,5.518763797,5299.8,6.467661692
E01024645,19.4598888,5.997474747,9549.7,4.545454545
E01024646,21.43727162,7.069143447,3019.4,5.555555556
E01024647,15.16329705,5.840821566,7760.3,7.128712871
E01024648,21.37285491,7.875579087,5093.9,5.639097744
E01024649,17.41935484,7.446221732,14088.2,5.482717521
E01024650,17.77084957,5.618729097,11938,8.988764045
E01024651,20.04643963,8.461025983,15387.3,10.31468531
E01024652,19.17639828,4.867724868,15362.7,8.538587849
E01024653,20.70707071,5.086774387,12030.7,7.424960506
E01024654,25.6372906,7.770056854,17736.2,7.157894737
E01024655,20.19892884,6.146728354,18646.4,8.628318584
E01024656,19.78021978,7.604790419,21344.2,5.639097744
E01024657,28.06176784,8.452950558,2408.2,3.716216216
E01024658,26.93377852,9.978021978,5772.8,7.755775578
E01024659,26.79496669,7.513104252,12285.5,4.150943396
E01024660,23.87140903,9.924892704,6235.9,5.594405594
E01024661,22.54575707,6.726457399,20203.5,5.906313646
E01024662,27.37520129,8.664495114,22332,4.645476773
E01024663,23.02158273,9.43275972,15431.4,6.203473945
