geography code,Percent no qualifications 16 and over,Percent bad and very band health,Population density per km,Percent lone family household
E01008100,33.60572012,9.056316591,4103.3,2.204724409
E01008101,28.73004858,8.36565097,1113.3,3.571428571
E01008102,37.6459144,11.66419019,1966.2,4.235294118
E01008103,36.44970414,10.64204046,1864.9,4.918032787
E01008104,6.849315068,3.338171263,4160.3,5.909090909
E01008105,7.373622197,3.258584443,2419.2,7.333333333
E01008107,24.31340872,5.173542895,1810.5,4.470198675
E01008108,13.19228376,3.31373597,735.8,4.05643739
E01008109,14.168836,3.808864266,6414.1,5.436573311
E01008111,6.896551724,3.416149068,1787.7,5.098684211
E01008112,26.48569332,3.887935963,63.3,3.474320242
E01008113,13.93501805,4.131736527,397.5,3.210272873
E01008114,10.33772652,3.988183161,2233.6,2.456140351
E01008115,7.614942529,5.437665782,1537.8,5.474452555
E01008116,39.5256917,11.39534884,2097.9,3.066439523
E01008117,27.84810127,7.553366174,6092.6,4.936014625
E01008118,38.84826325,8.538350217,1403.9,4.768786127
E01008119,33.26771654,9.889298893,2108.7,3.583426652
E01008122,29.94210091,7.594167679,1240,4.187817259
E01008123,31.42857143,8.045977011,452.7,5.23138833
E01008124,29.51750237,7.828454731,5471.5,5.555555556
E01008125,29.21440262,7.561929596,3487.6,4.694167852
E01008126,13.54888376,4.18814433,758.4,2.443280977
E01008128,12.54191818,3.656509695,1866.5,5.270457698
E01008129,14.15797317,4.822954823,4650.8,5.409836066
E01008130,19.48558067,6.019417476,3424.9,7.75047259
E01008131,14.37216339,4.5,168.3,4.797601199
E01008132,8.993766696,2.93896006,1100.7,5.592543276
E01008133,18.55513308,7.422133863,1482.4,5.162241888
E01008134,18.62567812,5.946791862,3962.1,7.224958949
E01008135,20.76388889,6.223564955,3555.4,5.529953917
E01008136,20.57502246,6.272530642,4988.1,6.354009077
E01008137,15.53316541,4.367135455,6750.2,6.451612903
E01008138,29.27721866,10.68580542,4192.5,5.50918197
E01008139,23.91475927,6.434668418,1243.3,3.703703704
E01008140,15.93442623,5.406852248,788.9,2.699662542
E01008141,15.13056836,4.245591117,409.4,2.657342657
E01008142,19.71235195,7.235494881,2960.5,4.4546851
E01008143,16.25282167,6.126356094,1582.9,4.292527822
E01008144,16.90314621,6.896551724,4871.4,5.714285714
E01008145,22.27036395,10.39426523,2648.5,6.423611111
E01008146,11.61228407,3.352412101,1131.7,7.467532468
E01008147,16.73570837,4.695524578,5667.3,5.354058722
E01008148,22.02680067,7.574750831,5637.7,7.553366174
E01008149,16.81780709,5.359661495,1277.2,3.083700441
E01008150,23.75,9.957924264,7201.9,4.423380727
E01008151,7.950116913,4.500330907,6419.2,6.88976378
E01008152,13.95939086,5.024424285,5431.5,4.517704518
E01008153,12.58087707,4.764813684,6557.9,8.387096774
E01008154,14.99644634,6.841783751,4584.2,3.458213256
E01008155,12.06193969,6.035087719,4653.8,3.782894737
E01008156,9.57278481,3.483606557,527.5,2.620967742
E01008157,32.03463203,12.73062731,2954.6,3.418803419
E01008158,21.20967742,7.667103539,1700.8,3.693181818
E01008159,7.768469155,3.193612774,1819,5.53633218
E01008160,15.82167832,4.528582034,4053.3,4.327666151
E01008161,15.50546448,4.451038576,1787.8,4.967320261
E01008162,16.38330757,5.216228266,2850.5,3.823178017
E01008163,23.5213205,5.790754258,1556.2,6.169296987
E01008164,27.51407884,11.4873838,3654.6,3.597122302
E01008165,31.87772926,7.835325365,1482.6,1.743679163
E01008166,14.33938635,7.015384615,1668.9,3.84
E01008167,30.41765169,7.572815534,10608.9,3.161397671
E01008170,28.86944818,9.126984127,483.3,4.515050167
E01008172,23.98373984,8.637681159,1760.5,2.681992337
E01008173,30.87633088,8.189081225,5578.4,2.401372213
E01008174,22.76887872,8.22045773,4310.2,2.348993289
E01008175,24.43548387,9.268292683,2237.2,5.738880918
E01008176,19.35222672,5.295315682,2279.4,3.511705686
E01008177,18.91168599,4.147104851,5590,5.776173285
E01008178,12.6307321,4.385964912,4975.6,3.247863248
E01008179,18.22916667,5.716798593,3565.9,2.294197031
E01008180,31.71889839,11.83431953,4372.8,4.109589041
E01008181,17.54111198,4.743339831,5956.3,3.238866397
E01008182,22.92432035,8.05134189,5322.9,4.281767956
E01008183,20.05163511,7.009021513,952,4.852941176
E01008184,15.44303797,6.417910448,4302.5,5.305466238
E01008185,26.1707989,9.827833572,4479.6,5.794947994
E01008186,22.53521127,9.223847019,4586.8,5.986394558
E01008188,16.7539267,6.051437216,3320.4,4.154727794
E01008189,28.81873727,10.66997519,126,4.589707928
E01008190,20.39586919,8.136094675,4758.3,6.550802139
E01008191,26.7292912,11.11913357,4692.1,3.289473684
E01008192,22.95652174,8.538350217,2159.5,3.389830508
E01008193,21.21771218,6.157443492,4509.6,3.120356612
E01008194,15.39122958,4.705882353,635.4,3.72250423
E01008195,17.95027289,7.049345418,6458.3,7.263294423
E01008196,19.1323693,6.004728132,4486.7,5.994152047
E01008197,14.05594406,5.253940455,985.5,2.295081967
E01008198,16.71686747,7.164541591,5482.4,5.387647832
E01008199,19.87740806,5.015197568,4070.4,3.107344633
E01008200,9.507640068,2.629656684,4038.1,2.412868633
E01008201,29.28870293,10.16843419,3721.8,3.164556962
E01008202,23.02631579,7.510348906,486.8,6.199460916
E01008203,25.77475435,9.198259789,5379.3,4.871060172
E01008204,30.74978939,9.470198675,5762.7,5.040322581
E01008205,15.25559105,6.215846995,4428,3.009575923
E01008206,20.79062958,7.160342717,3459.4,4.590163934
E01008207,17.77003484,4.740406321,3076,3.172205438
E01008208,23.12977099,8.163265306,231,3.639514731
E01008209,20.91836735,7.224532225,3356.4,5.718085106
E01008210,26.57342657,10.7480029,777.8,3.535353535
E01008211,24.36731743,7.495429616,449.7,6.113537118
E01008212,32.23300971,12.60973663,1268.5,2.365787079
E01008213,26.15629984,9.803921569,1252.9,3.625
E01008214,35.9193173,9.23943662,483.2,6.056338028
E01008215,31.62863887,11.4229765,1300.2,6.082289803
E01008216,31.87772926,12.57225434,7658.7,0.851788756
E01008217,28.25552826,9.50752394,847.4,2.170283806
E01008218,39.3493416,12.72845953,424.4,6.142506143
E01008219,24.31850789,10.64871481,91.2,2.865329513
E01008220,26.92307692,10.24390244,596.7,3.315649867
E01008221,27.28561304,9.529025192,2684,3.29218107
E01008222,21.0031348,6.604938272,93.5,3.885480573
E01008223,29.94186047,9.886547812,763.9,2.96803653
E01008224,17.22247602,6.624012044,4275.9,4.444444444
E01008225,23.39312407,7.825529185,3429.6,4.583333333
E01008226,21.29169624,7.855153203,380.7,3.992740472
E01008227,34.6623271,9.333333333,4002.7,2.857142857
E01008228,30.19271949,12.25402504,3450.5,4.587155963
E01008229,29.39585212,9.539207761,4762.7,5.008944544
E01008230,20.52679382,8.647450111,4358.3,3.296703297
E01008231,26.53232578,10.00662691,5936.9,7.53323486
E01008232,30.36053131,9.084302326,1712.4,2.48447205
E01008233,19.64944649,5.858085809,376.3,1.954397394
E01008234,16.17480136,4.22125182,4684.7,3.608247423
E01008235,13.5665529,4.409566517,6051.6,3.863298663
E01008236,18.4826473,7.988787666,2179.8,4.21179302
E01008237,9.150326797,2.562459962,1104.5,2.931228861
E01008238,9.274873524,3.39100346,1647.8,5.405405405
E01008239,11.98412698,3.795811518,243.6,3.66568915
E01008240,22.17607973,7.604306864,522.5,3.947368421
E01008241,24.23547401,6.951530612,819.2,5.10805501
E01008242,26.84615385,10.31696706,481.6,3.273322422
E01008243,17.12962963,6.171201062,5403.9,6.981519507
E01008244,18.34743006,7.451403888,2137.1,2.971768202
E01008245,15.82670203,5.837755876,178.1,3.102625298
E01008246,19.55752212,5.992779783,184.6,3.516819572
E01008247,19.40763835,7.792207792,2085.6,3.694267516
E01008248,7.695939566,2.426278462,470,4.004106776
E01008249,20.64564565,6.050531915,542.1,2.050473186
E01008250,16.75257732,6.25,106.3,4.099560761
E01008251,19.45205479,4.897494305,3939.9,4.849279161
E01008252,19.33115824,6.469165659,1536.9,2.411347518
E01008253,20.52173913,7.094133697,4934.9,3.025718608
E01008254,19.00337838,6.787634409,552.3,1.593625498
E01008255,17.10449504,6.012212306,1073.8,3.658536585
E01008256,22.62247839,6.945298095,5659.5,6.603773585
E01008257,36.74304419,16.22176591,265.1,2.556818182
E01008258,18.5492228,6.56167979,758.5,2.725118483
E01008259,29.21212121,10.50545094,2443.1,3.715170279
E01008260,14.27432217,4.563758389,1949.2,4.84375
E01008261,31.23312331,9.738372093,955.6,3.125
E01008262,20.64564565,7.461734694,4259.3,2.994011976
E01008263,26.1732852,6.056236482,3489.6,4.019292605
E01008264,10.53074979,3.19001387,1578.7,2.998696219
E01008265,18.65470852,6.311044328,5079,1.919385797
E01008266,20.10398614,6.124031008,117,4.299363057
E01008267,22.1117062,8.944182919,3532.5,2.852049911
E01008268,16.11785095,4.682997118,5524.3,5.263157895
E01008269,12.3253903,3.351573187,1306,3.03030303
E01008270,18.06797853,4.463586531,1175.6,2.694136292
E01008271,11.95361285,3.073463268,2169.2,3.33863275
E01008272,15.90397599,3.908188586,4679.6,4.129032258
E01008273,14.36123348,3.680113234,5014.1,5.900621118
E01008274,18.09787627,6.893995552,4941.7,6.280991736
E01008275,13.36633663,4.276550249,1639.6,2.943882245
E01008276,22.26926334,8.595988539,5098.9,2.749140893
E01008277,24.80376766,6.810740013,976.1,3.313253012
E01008278,14.84918794,3.96039604,1435.7,2.987421384
E01008279,21.25723739,6.332842415,4687.2,6.201550388
E01008280,26.31233596,9.46969697,3907.5,4.52079566
E01008281,30.91334895,11.23165284,1335.9,2.568218299
E01008282,29.37443336,8.96797153,1013.6,2
E01008283,17.50465549,5.132450331,296.8,1.965923984
E01008284,22.11367673,6.078576723,1126.1,2.535657686
E01008285,32.33151184,12.83538796,741.7,3.153153153
E01008286,26.10581093,11.78650852,4992.4,4.561403509
E01008287,14.70207254,5.653333333,5446.9,4.713804714
E01008288,26.08695652,8,3982.7,5.913978495
E01008289,39.31034483,11.02181401,4226,3.98089172
E01008290,27.11864407,5.316007088,3987.4,5.603448276
E01008291,37.72048847,8.341277407,1818.7,7.352941176
E01008292,18.82352941,5.283605284,7112.8,7.233273056
E01008293,19.03959562,6.395348837,4022.8,6.050955414
E01008294,12.8781331,6.263817244,5098.8,4.769736842
E01008295,26.08036391,8.184855234,1751.5,2.883156297
E01008296,28.7826087,10.40419162,15.2,1.36239782
E01008297,31.04993598,10.42944785,1070.2,4.639175258
E01008298,18.17580965,6.84508492,3333.9,3.755868545
E01008299,29.32828761,10.02162942,3537.6,2.985074627
E01008300,27.22580645,9.800097513,558.8,2.152317881
E01008301,18.35883171,6.71182266,4581.5,6.174957118
E01008302,27.65469824,11.8404908,4251.8,5.93220339
E01008303,29.31701031,14.15525114,3582.3,7.649253731
E01008305,31.0576385,9.519901518,5701.4,4.915912031
E01008306,19.35320869,6.949152542,3836.8,5.057096248
E01008307,22.18340611,9.675036928,3810.5,5.653021442
E01008309,8.745762712,3.417366947,5266,5.365853659
E01008311,9.895227008,2.792792793,3804.8,6.888633754
E01008312,12.67015707,4.209621993,5172.2,8.052708638
E01008313,14.86349848,4.882154882,7112.6,7.098765432
E01008314,13.13789359,6.290471785,5281.3,6.349206349
E01008315,13.21978913,4.38538206,6050.7,6.307692308
E01008316,13.91712275,4.324683965,2911.8,2.919708029
E01008317,7.925200356,3.196022727,4097.4,5.384615385
E01008318,25.86691659,8.118361153,3656.4,2.631578947
E01008319,12.45745405,2.289223897,5097.5,3.834355828
E01008320,12.28878648,5.366161616,5501.3,7.080924855
E01008321,11.42061281,3.397773872,2178,3.776223776
E01008322,10.69078947,2.783171521,7305.8,5.993690852
E01008323,11.91176471,4.816375677,5716,3.870967742
E01008324,29.49640288,10.26252983,5298.3,7.386363636
E01008325,32.45844269,10.61827957,3390.9,6.779661017
E01008326,14.38596491,4.157706093,5001.6,4.791929382
E01008327,36.42172524,9.708737864,6867.5,5.324459235
E01008328,18.10344828,4.966887417,8127.4,9.121621622
E01008329,21.08843537,5.950752394,8140.4,4.320987654
E01008330,25.70135747,10.6918239,1404.6,4.220779221
E01008331,34.98920086,8.759894459,1422.7,4.587155963
E01008333,29.90915444,5.837173579,4436,4.95049505
E01008334,32.23289316,4.82398957,2649.8,3.793103448
E01008335,39.69465649,6.091846298,4349.4,3.722721438
E01008336,26.37362637,11.20300752,4672.9,5.8910162
E01008337,27.66990291,9.731800766,5870.5,5.994550409
E01008338,25.54347826,6.820194863,6436.7,6.41025641
E01008339,23.45762712,8.419337317,6292.5,5.891719745
E01008340,31.69642857,10.7938321,3863.6,6.12244898
E01008341,26.0757315,8.56334041,8187,4.355108878
E01008342,16.99235344,6.756756757,4643,2.503912363
E01008343,18.43971631,5.23432745,10784,2.715654952
E01008344,25.25979217,9.759358289,5282.6,5.441176471
E01008345,32.23330775,10.03836317,11054.2,4.429530201
E01008346,22.33918129,8.691499522,1138.8,4.857142857
E01008347,24.89592007,8.613728129,2739.1,3.296703297
E01008348,32.43243243,7.202680067,1275.1,2.681992337
E01008349,29.64458805,4.35530086,707.3,5.208333333
E01008350,23.30316742,6.924019608,925.7,5.714285714
E01008351,15.6626506,5.168700646,581.1,5.010438413
E01008352,14.77960242,6.033287101,5874.2,5.470459519
E01008353,20.32258065,6.684141547,3278.5,4.293628809
E01008354,12.9303749,7.160493827,3828.5,5.365853659
E01008355,10.32056294,3.590078329,5853.1,6.041131105
E01008356,15.39153915,5.65184627,2950,6.18762475
E01008357,10.58732612,3.477690289,4662.2,4.990403071
E01008358,11.37123746,4.686584651,3908,3.548387097
E01008359,5.55990603,3.753541076,4059.4,4.6875
E01008360,6.205420827,2.624671916,4489,5.75815739
E01008361,10.4719764,6.058588549,8372.3,3.469387755
E01008362,7.949790795,5.345501956,4463.1,3.363914373
E01008363,15.43252595,5.040957782,9843,3.304597701
E01008364,6.736526946,3.507565337,5993.4,5.339105339
E01008365,6.7381317,2.267002519,10616.6,2.495840266
E01008366,2.691924227,1.271186441,3374,4.8
E01008367,2.959728287,1.398601399,8090.6,8.538350217
E01008368,1.520681265,1.384083045,6449.4,3.928571429
E01008369,3.242677824,2.1,10066.4,4.745762712
E01008370,4.578858112,5,645.7,5.873493976
E01008371,3.843008994,2.547770701,1498.9,1.528384279
E01008372,4.387464387,3.161397671,3797.1,4.74137931
E01008373,1.639344262,1.109057301,108.4,3.021148036
E01008374,14.26215993,6.133333333,964.2,4.328358209
E01008375,25.2344416,9.807956104,4247.4,4.470938897
E01008376,9.70464135,2.931034483,2919.4,2.862254025
E01008377,24.36578171,7.829491083,2268.1,2.677376171
E01008378,9.554140127,2.614840989,8585.2,2.52454418
E01008379,21.9047619,8.811354228,8534.9,2.874251497
E01008380,34.76297968,10.41557075,5572.9,5.263157895
E01008381,15.20325203,4.169562196,8441.9,3.212290503
E01008382,26.67353244,10.71428571,5946.4,3.896103896
E01008383,26.73702726,8.344733242,3880.9,2.160493827
E01008384,18.97940913,5.817378498,4153.8,3.120356612
E01008385,22.34234234,7.910014514,7258.7,2.570379437
E01008386,20.35480859,6.920684292,2876.1,3.181818182
E01008387,20.83333333,6.146572104,659.4,5.841446453
E01008388,29.81949458,9.510720176,8458.8,2.54841998
E01008389,28.38258165,12.12664277,10008.8,5.087209302
E01008390,36.29790311,9.598781107,2959.3,4.67032967
E01008391,32.3907455,9.303758472,4764.1,5.19630485
E01008392,28.07692308,8.127402526,4424.6,3.078817734
E01008396,19.96822034,3.64806867,1637.4,5.517241379
E01008397,5.846042121,2.110157368,682.5,4.075691412
E01008398,32.01388889,10.77257889,6753.5,6.196213425
E01008399,33.0170778,9.010773751,10298.7,4.710144928
E01008400,27.30496454,11.07905366,11976.2,2.396166134
E01008401,27.9264214,10.1986755,14536.2,2.237136465
E01008402,19.74468085,6.783216783,13514.8,1.484230056
E01008403,16.51917404,5.93809223,10101.4,1.862197393
E01008404,20.36336109,8.57511283,5665.7,2.456647399
E01008405,23.1411863,6.996148909,6772.4,2.346041056
E01008406,6.983460226,3.713996968,11076.9,2.058319039
E01008407,6.269791007,2.818627451,8250.1,3.002610966
E01008409,6.703910615,3.261578604,4043.9,0.825082508
E01008410,6.323283082,3.577106518,10435.3,0.927357032
E01008411,5.090006207,3.350970018,4618.4,1.627486438
E01008412,4.42804428,3.090072321,5880,0.957854406
E01008413,9.250398724,4.76889215,7018.1,2.040816327
E01008415,29.87927565,11.25,4050.6,3.652173913
E01008416,18.88501742,5.458768873,5475,5
E01008418,4.598405886,2.654415518,2542,4
E01008419,4.937238494,2.032235459,1564.7,3.225806452
E01008420,7.366482505,2.295332823,3936.5,3.183791606
E01008421,4.866180049,2.245706737,3560.7,5.305466238
E01008422,6.321401371,2.886465683,4442.5,2.777777778
E01008423,6.319702602,3.604294479,1327,2.392947103
E01008424,8.478425435,4.657351963,4366.7,2.318392581
E01008425,35.0370981,12.77658815,1048.1,3.401360544
E01008426,37.94829024,11.17424242,5779.3,1.97044335
E01008427,40.78694818,14.52095808,13693.6,0.809716599
E01008428,36.34042553,12.8879892,3790.2,3.105590062
E01008429,37.70491803,10.34928849,5514.4,0.768386389
E01008430,24.04115996,8.287292818,1938.2,4.55136541
E01008431,22.09211553,5.345501956,5415.9,3.065693431
E01008432,27.30210016,8.665269043,2958.3,5.024311183
E01008433,21,6.569343066,4156.9,4.552590267
E01008434,17.72990886,7.208480565,3505.5,2.45398773
E01008435,28.88707038,8.254568368,2686.8,1.269393512
E01008436,28.79377432,7.770700637,5120.8,1.354401806
E01008437,37.72802653,11.64822365,3884.2,2.600780234
E01008438,33.16708229,13.07053942,5404.4,4.881266491
E01008439,35.47224225,11.33371494,4562.9,3.703703704
E01008441,24.98302783,8.769994484,5320.1,2.595797281
E01008442,19.12421805,5.56402439,1947.5,5.503355705
E01008443,14.03654485,4.40433213,2293.9,4.843304843
E01008444,18.5788305,5.878674171,3960.2,6.422018349
E01008445,20.81656124,7.608178792,15838,2.752293578
E01008446,19.94991653,6.439674315,14031.2,5.657237937
E01008447,22.33948989,8.307692308,5938.8,2.356902357
E01008448,13.67806505,4.002911208,11560.2,2.567237164
E01008449,20.04175365,3.529411765,14882.2,0.821596244
E01008450,24.48657188,8.083663086,3586.7,2.21402214
E01008451,25.11880516,7.65171504,71.3,2.469135802
E01008452,14.75548061,5.688827964,4384,1.735015773
E01008453,16.04938272,2.748414376,2234.8,3.054662379
E01008455,27.38001574,5.299539171,2915.1,2.360876897
E01008456,31.08108108,9.59894806,5853.7,2.957746479
E01008457,31.38629283,12.81407035,12327.1,2.781456954
E01008458,13.30734967,4.125644632,7986.3,2.177554439
E01008459,30.42505593,11.17049706,12197.1,1.996927803
E01008460,31.81411975,9.357142857,8051.5,3.852889667
E01008461,22.21180881,6.958393113,6953.6,2.336448598
E01008462,23.6437247,9.748224661,2274.2,2.467532468
E01008463,21.01790763,8.093385214,3851.4,6.473429952
E01008464,17.75200714,7.585139319,3752.9,3.937007874
E01008465,18.86477462,5.856832972,8682.1,5.609756098
E01008466,13.86306002,3.706395349,6657.2,6.914212548
E01008467,14.69278718,4.782928624,2424.4,4.310344828
E01008468,20.48698573,6.508474576,2316.5,4.08496732
E01008469,14.08717625,5.430107527,1431.2,3.797468354
E01008470,17.2244898,7.366226546,2329.9,3.631284916
E01008471,20.92084006,6.731391586,3550.3,4.993429698
E01008472,13.37115073,5.77592206,4018.2,4
E01008473,16.35338346,5.807478123,5082.1,5.502063274
E01008474,23.29113924,9.143593046,6271.3,8.180300501
E01008475,12.73836766,2.259887006,3650.6,2.235469449
E01008476,27.72695285,9.301014656,4349.5,2.572347267
E01008477,21.29360465,6.298342541,11763.7,2.229845626
E01008478,29.00398406,9.631147541,5812.6,2.551020408
E01008479,15.47433904,4.221635884,9096,2.898550725
E01008480,26.55634358,11.56914894,4666.7,1.782820097
E01008481,23.32155477,8.100558659,3505.1,3
E01008482,27.89827973,8.74251497,7025.9,2.317290553
E01008483,14.0482128,5.237767057,10646.4,3.387334315
E01008484,25.72727273,7.623626374,5252,4.297520661
E01008485,27.88649706,8.232118758,4221.5,2.735042735
E01008486,25.44014085,6.613372093,5958.5,8.493589744
E01008487,22.98943948,7.11409396,5299.1,7.792207792
E01008488,23.56521739,7.756232687,5077.3,5.01618123
E01008489,23.72521246,8.591248666,4392.1,6.26349892
E01008490,19.8334595,7.772020725,3588.3,3.830369357
E01008491,20.84409991,8.04150454,1849.9,4.636785162
E01008492,23.65269461,8.142940832,3342.7,4.761904762
E01008493,12.59259259,4.087013843,2141.1,3.885714286
E01008494,20.13523666,8.343711083,9202.2,2.816901408
E01008495,10.61026352,3.879064461,6207.9,2.681992337
E01008496,17.05974843,8.456375839,7897.1,3.644314869
E01008497,12.11382114,4.21481985,3912.9,1.660280971
E01008498,16.80482291,6.056616195,10250.1,2.229299363
E01008499,21.82890855,7.203389831,6878,1.387137453
E01008500,19.22785768,7.697368421,5621.8,4.533678756
E01008502,21.61729384,8.611825193,4180,5.023547881
E01008503,22.45527452,8.651911469,4780.4,3.98505604
E01008504,15.79743008,3.989361702,4500.5,7.578008915
E01008505,12.79461279,6.35188308,6310.9,4.049844237
E01008506,22.68041237,8.436363636,4650.4,2.643171806
E01008507,14.13427562,5.362404243,3736.5,5.810397554
E01008508,25.63897764,8.855154965,5041.5,5
E01008509,25.56610665,9.669811321,4226.9,3.026134801
E01008510,22.47104247,8.552631579,5831.9,4.639175258
E01008511,21.49812734,7.203389831,5893.9,3.643724696
E01008512,29.52380952,11.06965174,9647.4,2.304147465
E01008513,21.23324397,7.743957028,3043.6,3.015075377
E01008514,21.94955692,7.675438596,5975.9,2.358490566
E01008516,12.66996292,4.019851117,5625,2.739726027
E01008517,8.681672026,3.099304238,4350,5.534591195
E01008518,14.55085375,6.31377551,5927.7,3.133903134
E01008519,12.53507951,5.163934426,4782.6,4.854368932
E01008520,10.44247788,3.711634547,5535.9,4.460431655
E01008521,17.24137931,4.475524476,2476.4,2.325581395
E01008522,8.489096573,2.397926118,3303.6,1.141226819
E01008523,6.104651163,2.305918524,2864.4,2.599009901
E01008524,24.52494062,10.95444685,2323.1,2.597402597
E01008525,14.79473277,5.933333333,1495.7,1.916932907
E01008526,12.60032103,3.958333333,522.7,3.676470588
E01008527,10.7589658,4.542177361,2809.3,5.817610063
E01008528,12.94526499,4.011887073,2998.2,6.091370558
E01008529,13.4926754,5.336891261,4519.1,3.668261563
E01008530,23.37565347,7.491856678,1894.9,5.43318649
E01008531,16.40350877,3.908045977,6166.1,5.555555556
E01008532,21.79487179,6.774580336,3557.3,3.871829105
E01008533,26.53399668,8.642808913,5143.7,2.840909091
E01008534,20.39891206,5.721192587,7442.3,3.438395415
E01008535,22.45696401,8.665749656,8178.6,3.095975232
E01008536,15.75400168,7.778556412,2725.5,5.911949686
E01008537,22.92732856,9.544282029,3684.3,5.583756345
E01008538,10.16260163,2.911093627,6813,6.844741235
E01008539,13.45588235,6.576402321,6957.3,5.084745763
E01008540,24.90211433,8.449074074,5014.6,4.193548387
E01008541,26.47296207,10.08684035,1882.4,1.870748299
E01008542,28.29888712,9.08004779,4289.1,1.907356948
E01008543,19.26001014,6.048547553,2175.4,5.30191458
E01008544,23.56979405,10.91731266,2214.3,4.033613445
E01008545,28.66603595,12.92407108,2825.3,3.591954023
E01008546,8.716707022,2.755165936,4528.3,3.547963206
E01008547,10.16225448,5.420827389,5699,2.599388379
E01008548,7.728813559,2.33592881,3170.6,2.477876106
E01008549,9.944311854,3.383214053,2322.4,3.205128205
E01008550,7.46388443,2.97029703,7409.3,3.741496599
E01008551,9.251471825,3.77886634,1114.4,2.61682243
E01008552,14.31718062,4.702194357,1212.8,2.567094516
E01008553,12.91208791,4.272517321,5111.6,1.826484018
E01008554,15.91251885,5.771567436,1419.6,3.470437018
E01008555,19.27981995,7.113462669,4480,2.409638554
E01008556,14.30267062,5.833333333,1706,2.582496413
E01008557,10.17316017,3.011677935,1758.8,2.258726899
E01008558,12,4.679972471,1686.2,5.571030641
E01008559,11.23505976,4.74916388,5979.7,2.199661591
E01008560,9.454545455,4.648241206,7345.4,5.379310345
E01008561,19.73125884,9.129640901,4586.1,4.932735426
E01008562,10.98901099,4.229195089,2276.9,5.657708628
E01008563,7.506471096,3.080229226,2386.2,2.995008319
E01008564,12.48972884,4.49122807,3849.5,2.836879433
E01008567,19.23404255,6.864064603,1139.7,1.788617886
E01008568,22.7929374,8.149632599,1424.2,3
E01008569,22.49368155,9.353507565,2474.3,2.933333333
E01008570,16.30537229,3.953488372,2043.9,1.800554017
E01008571,27.18707941,10.19955654,2304.5,2.269861286
E01008572,22.25497421,8.771929825,3023.2,2.719406675
E01008573,22.33883058,8.830845771,1369.6,3.333333333
E01008574,14.74888748,4.296066253,192.7,2.510460251
E01008575,25.51662174,9.573672401,907,2.015503876
E01008576,20.6590621,5.689063266,3996.2,3.708281829
E01008577,15.04823151,4.771893026,5133.9,5.915492958
E01008578,19.26851026,5.89569161,7403.3,6.887417219
E01008579,17.73799837,5.7706355,4743.9,4.380664653
E01008580,14.2071494,3.677621283,3843.8,6.080206986
E01008581,17.01855406,5.726872247,3530.7,5.049261084
E01008582,19.63800905,5.917159763,6532.2,4.403409091
E01008583,17.87234043,6.182065217,6082.8,5.098039216
E01008584,16.98813056,4.4978435,2563.2,2.467105263
E01008585,10.13900245,3.263707572,1742.5,4.39238653
E01008586,10.5704698,3.178807947,3364.7,2.088772846
E01008587,13.37907376,5.818181818,3525.4,2.044293015
E01008588,11.18881119,4.216488357,3397.2,4.207573633
E01008589,8.340425532,2.947224126,1011.1,2.173913043
E01008590,27.42474916,11.7816092,3784.8,1.56097561
E01008591,22.24316682,9.604519774,1913.2,4.134078212
E01008592,20.47012733,7.213930348,851.5,3.12849162
E01008593,27.04031465,9.259259259,3689,2.465331279
E01008594,27.0790378,8.384918402,18724.9,0.177619893
E01008595,16.36513158,6.214689266,9573,0.534759358
E01008596,30.40604344,6.98659139,7644.5,1.799242424
E01008597,15.34552846,4.243463352,5115.7,0.440528634
E01008598,17.88953009,6.258503401,15495.8,0
E01008599,25.97510373,9.480968858,8752.4,4.452466907
E01008600,26.8958544,10.62091503,10087,2.669404517
E01008601,29.16321458,12.08576998,8438.6,2.255639098
E01008602,25.09057971,8.64978903,10394,1.244813278
E01008603,21.27659574,8.73427091,5200.2,9.838998211
E01008604,27.2379495,12.07004378,4660.2,1.928783383
E01008605,21.0184182,6.838365897,2826.6,6.676342525
E01008606,21.19155354,8.380843786,7025.2,5.813953488
E01008607,30.20329138,10,2935.8,5.115712546
E01008608,27.72050401,10.27216857,4366.9,6.402439024
E01008609,30.05366726,8.493696085,2933.6,3.336510963
E01008610,25.36669543,10.81441923,4085.6,3.863987635
E01008611,12.96779809,4.219096965,4468.7,4.754829123
E01008612,14.38848921,6.588072122,3345.1,1.923076923
E01008613,26.04765818,9.865771812,2437.6,6.167400881
E01008614,18.79297173,4.750593824,2252,6.312625251
E01008615,17.9916318,8.152958153,3698.9,6.322795341
E01008616,8.950366151,3.082191781,3095.7,5.940594059
E01008617,9.671993272,3.106936416,119.4,2.086438152
E01008618,10.78341014,3.596021423,1182.2,3.244274809
E01008619,13.38235294,3.717706364,1713.7,1.067073171
E01008620,13.06913997,3.87275242,164.7,1.543550165
E01008621,10.89108911,2.916666667,2190.7,2.806499261
E01008622,17.70334928,6.126126126,1460.4,1.393728223
E01008624,17.22532588,7.006854532,525.4,2.861685215
E01008625,22.71914132,11.18373275,4183,2.12514758
E01008627,15.44327931,4.789915966,1836.7,2.733118971
E01008628,25.11415525,9.228550829,3251.1,1.401869159
E01008629,22.6109215,6.770833333,2955.6,3.222453222
E01008630,23.57274401,8.066759388,4760.4,4.264870932
E01008631,19.08752328,7.298720843,4276,2.201257862
E01008632,20.27833002,9.195402299,616.3,3.576982893
